學年,大學,修課程度,就業情況,職業,畢業生人數
2016/17,香港科技大學,學士學位課程,就業不足,非全職就業,66
2016/17,香港科技大學,硏究院硏究課程,升學,非全職就業,85
2016/17,香港科技大學,硏究院硏究課程,失業,非全職就業,2
2016/17,香港科技大學,硏究院硏究課程,全職就業,工程技術人員,4
2016/17,香港科技大學,硏究院硏究課程,全職就業,工程師,32
2016/17,香港科技大學,硏究院硏究課程,全職就業,未有提供資料,40
2016/17,香港科技大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2016/17,香港科技大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,6
2016/17,香港科技大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2016/17,香港科技大學,硏究院硏究課程,全職就業,物理和生命科學家,1
2016/17,香港科技大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,1
2016/17,香港科技大學,硏究院硏究課程,全職就業,商務專業人員,9
2016/17,香港科技大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,4
2016/17,香港科技大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2016/17,香港科技大學,硏究院硏究課程,全職就業,敎學專業,135
2016/17,香港科技大學,硏究院硏究課程,其他,非全職就業,120
2016/17,香港科技大學,硏究院硏究課程,就業不足,非全職就業,3
2016/17,香港浸會大學,學士學位課程,升學,非全職就業,242
2016/17,香港浸會大學,學士學位課程,失業,非全職就業,17
2016/17,香港浸會大學,學士學位課程,全職就業,工程技術人員,5
2016/17,香港浸會大學,學士學位課程,全職就業,工程師,5
2016/17,香港浸會大學,學士學位課程,全職就業,不在上述分類,6
2016/17,香港浸會大學,學士學位課程,全職就業,文書及相關人員,26
2016/17,香港浸會大學,學士學位課程,全職就業,未有提供資料,48
2016/17,香港浸會大學,學士學位課程,全職就業,作家、新聞記者及相關作家,136
2016/17,香港浸會大學,學士學位課程,全職就業,系統分析員和電腦程序員,51
2016/17,香港浸會大學,學士學位課程,全職就業,其他服務工作人員,12
2016/17,香港浸會大學,學士學位課程,全職就業,其他專業人員和技術工人,79
2016/17,香港浸會大學,學士學位課程,全職就業,宗教工作者,1
2016/17,香港浸會大學,學士學位課程,全職就業,法律工作者,3
2016/17,香港浸會大學,學士學位課程,全職就業,物理和生命科學技術員,13
2016/17,香港浸會大學,學士學位課程,全職就業,物理和生命科學家,12
2016/17,香港浸會大學,學士學位課程,全職就業,保險、房地產及商業服務,16
2016/17,香港浸會大學,學士學位課程,全職就業,保護服務工作者,9
2016/17,香港浸會大學,學士學位課程,全職就業,政府官員（一般職系）,3
2016/17,香港浸會大學,學士學位課程,全職就業,飛機和船舶人員,1
2016/17,香港浸會大學,學士學位課程,全職就業,商務專業人員,420
2016/17,香港浸會大學,學士學位課程,全職就業,會計師及核數師,65
2016/17,香港浸會大學,學士學位課程,全職就業,經理,19
2016/17,香港浸會大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,2
2016/17,香港浸會大學,學士學位課程,全職就業,資料不全以致未能分類,16
2016/17,香港浸會大學,學士學位課程,全職就業,銷售／服務人員,35
2016/17,香港浸會大學,學士學位課程,全職就業,醫療和衞生工作者,37
2016/17,香港浸會大學,學士學位課程,全職就業,藝術家,61
2016/17,香港浸會大學,學士學位課程,全職就業,敎學專業,255
2016/17,香港浸會大學,學士學位課程,其他,非全職就業,78
2016/17,香港浸會大學,學士學位課程,就業不足,非全職就業,74
2016/17,香港浸會大學,硏究院修課課程,全職就業,商務專業人員,1
2016/17,香港浸會大學,硏究院修課課程,全職就業,資料不全以致未能分類,2
2016/17,香港浸會大學,硏究院修課課程,全職就業,敎學專業,6
2016/17,香港浸會大學,硏究院硏究課程,全職就業,不在上述分類,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,商務專業人員,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,經理,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,資料不全以致未能分類,1
2016/17,香港浸會大學,硏究院硏究課程,全職就業,敎學專業,16
2016/17,香港浸會大學,硏究院硏究課程,其他,非全職就業,25
2016/17,香港浸會大學,硏究院硏究課程,就業不足,非全職就業,4
2016/17,香港理工大學,副學位課程,升學,非全職就業,582
2016/17,香港理工大學,副學位課程,失業,非全職就業,6
2016/17,香港理工大學,副學位課程,全職就業,工程技術人員,4
2016/17,香港理工大學,副學位課程,全職就業,工程師,16
2016/17,香港理工大學,副學位課程,全職就業,系統分析員和電腦程序員,3
2016/17,香港理工大學,副學位課程,全職就業,其他服務工作人員,8
2016/17,香港理工大學,副學位課程,全職就業,其他專業人員和技術工人,2
2016/17,香港理工大學,副學位課程,全職就業,物理和生命科學技術員,3
2016/17,香港理工大學,副學位課程,全職就業,物理和生命科學家,1
2016/17,香港理工大學,副學位課程,全職就業,建築師和測量師,19
2016/17,香港理工大學,副學位課程,全職就業,商務專業人員,20
2016/17,香港理工大學,副學位課程,全職就業,銷售／服務人員,7
2016/17,香港理工大學,副學位課程,全職就業,藝術家,8
2016/17,香港理工大學,副學位課程,全職就業,敎學專業,2
2016/17,香港理工大學,副學位課程,其他,非全職就業,11
2016/17,香港理工大學,副學位課程,就業不足,非全職就業,38
2016/17,香港理工大學,學士學位課程,升學,非全職就業,208
2016/17,香港理工大學,學士學位課程,失業,非全職就業,83
2016/17,香港理工大學,學士學位課程,全職就業,工程技術人員,15
2016/17,香港理工大學,學士學位課程,全職就業,工程師,464
2016/17,香港理工大學,學士學位課程,全職就業,文書及相關人員,14
2016/17,香港理工大學,學士學位課程,全職就業,生產及有關工人,18
2016/17,香港理工大學,學士學位課程,全職就業,作家、新聞記者及相關作家,30
2016/17,香港理工大學,學士學位課程,全職就業,系統分析員和電腦程序員,174
2016/17,香港理工大學,學士學位課程,全職就業,其他服務工作人員,80
2016/17,香港理工大學,學士學位課程,全職就業,其他專業人員和技術工人,108
2016/17,香港理工大學,學士學位課程,全職就業,宗教工作者,2
2016/17,香港理工大學,學士學位課程,全職就業,物理和生命科學技術員,44
2016/17,香港理工大學,學士學位課程,全職就業,物理和生命科學家,17
2016/17,香港理工大學,學士學位課程,全職就業,保險、房地產及商業服務,29
2016/17,香港理工大學,學士學位課程,全職就業,保護服務工作者,11
2016/17,香港理工大學,學士學位課程,全職就業,建築師和測量師,131
2016/17,香港理工大學,學士學位課程,全職就業,飛機和船舶人員,1
2016/17,香港理工大學,學士學位課程,全職就業,商務專業人員,760
2016/17,香港理工大學,學士學位課程,全職就業,會計師及核數師,185
2016/17,香港理工大學,學士學位課程,全職就業,經理,9
2016/17,香港理工大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,44
2016/17,香港理工大學,學士學位課程,全職就業,銷售／服務人員,60
2016/17,香港理工大學,學士學位課程,全職就業,醫療和衞生工作者,561
2016/17,香港理工大學,學士學位課程,全職就業,藝術家,208
2016/17,香港理工大學,學士學位課程,全職就業,敎學專業,61
2016/17,香港理工大學,學士學位課程,其他,非全職就業,88
2016/17,香港理工大學,學士學位課程,就業不足,非全職就業,190
2016/17,香港理工大學,硏究院修課課程,全職就業,其他專業人員和技術工人,9
2016/17,香港理工大學,硏究院硏究課程,升學,非全職就業,8
2016/17,香港理工大學,硏究院硏究課程,失業,非全職就業,3
2016/17,香港理工大學,硏究院硏究課程,全職就業,工程師,9
2016/17,香港理工大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,3
2016/17,香港理工大學,硏究院硏究課程,全職就業,其他服務工作人員,1
2016/17,香港理工大學,硏究院硏究課程,全職就業,物理和生命科學家,1
2016/17,香港理工大學,硏究院硏究課程,全職就業,建築師和測量師,1
2016/17,香港理工大學,硏究院硏究課程,全職就業,商務專業人員,4
2016/17,香港理工大學,硏究院硏究課程,全職就業,經理,2
2016/17,香港理工大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,37
2016/17,香港理工大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2016/17,香港理工大學,硏究院硏究課程,全職就業,藝術家,2
2016/17,香港理工大學,硏究院硏究課程,全職就業,敎學專業,23
2016/17,香港理工大學,硏究院硏究課程,其他,非全職就業,27
2016/17,香港理工大學,硏究院硏究課程,就業不足,非全職就業,4
2016/17,香港敎育大學,副學位課程,升學,非全職就業,17
2016/17,香港敎育大學,副學位課程,失業,非全職就業,3
2016/17,香港敎育大學,副學位課程,全職就業,未有提供資料,11
2016/17,香港敎育大學,副學位課程,全職就業,商務專業人員,5
2016/17,香港敎育大學,副學位課程,全職就業,敎學專業,215
2016/17,香港敎育大學,副學位課程,其他,非全職就業,2
2016/17,香港敎育大學,副學位課程,就業不足,非全職就業,26
2016/17,香港敎育大學,學士學位課程,升學,非全職就業,77
2016/17,香港敎育大學,學士學位課程,失業,非全職就業,8
2016/17,香港敎育大學,學士學位課程,全職就業,文書及相關人員,13
2016/17,香港敎育大學,學士學位課程,全職就業,未有提供資料,38
2016/17,香港敎育大學,學士學位課程,全職就業,生產及有關工人,1
2016/17,香港敎育大學,學士學位課程,全職就業,作家、新聞記者及相關作家,8
2016/17,香港敎育大學,學士學位課程,全職就業,系統分析員和電腦程序員,2
2016/17,香港敎育大學,學士學位課程,全職就業,其他服務工作人員,3
2016/17,香港敎育大學,學士學位課程,全職就業,其他專業人員和技術工人,7
2016/17,香港敎育大學,學士學位課程,全職就業,宗教工作者,3
2016/17,香港敎育大學,學士學位課程,全職就業,物理和生命科學家,1
2016/17,香港敎育大學,學士學位課程,全職就業,保護服務工作者,2
2016/17,香港敎育大學,學士學位課程,全職就業,政府官員（一般職系）,2
2016/17,香港敎育大學,學士學位課程,全職就業,商務專業人員,41
